Country Name,Country Code,Indicator Name,Indicator Code,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Marshall Islands,MHL,Land area (sq. km),AG.LND.TOTL.K2,,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
Middle income,MIC,Land area (sq. km),AG.LND.TOTL.K2,,78778626.74,78777691.94,78774800.17,78781573.76,78779773.52,78782601.89,78882953.49,78882648.89,78881780.89,78879140.13,78879404.42,78879700.95,78879509.95,78876389.38,78875417.92,78879516.4
North Macedonia,MKD,Land area (sq. km),AG.LND.TOTL.K2,,25430,25430,25430,25430,25430,25430,25430,25230,25230,25220,25220,25220,25220,25220,25220,25220
Mali,MLI,Land area (sq. km),AG.LND.TOTL.K2,,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190
Malta,MLT,Land area (sq. km),AG.LND.TOTL.K2,,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
Myanmar,MMR,Land area (sq. km),AG.LND.TOTL.K2,,653540,653540,653540,653540,653420,653360,653470,653520,653310,653300,653260,653290,653150,653080,653080,653080
Middle East & North Africa (excluding high income),MNA,Land area (sq. km),AG.LND.TOTL.K2,,8643940,8643940,8643940,8643750,8643730,8643730,8643790,8643800,8643800,8641290,8641280,8641280,8641280,8641088,8641088,8641089
Montenegro,MNE,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450
Mongolia,MNG,Land area (sq. km),AG.LND.TOTL.K2,,1547438.742,1547438.742,1547438.968,1554686.058,1554444.019,1554444.091,1557459.093,1557459.093,1557465.087,1557465.134,1557292.418,1557251.947,1557251.946,1557253.053,1557252.921,1557255.4
Northern Mariana Islands,MNP,Land area (sq. km),AG.LND.TOTL.K2,,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460
Mozambique,MOZ,Land area (sq. km),AG.LND.TOTL.K2,,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380
Mauritania,MRT,Land area (sq. km),AG.LND.TOTL.K2,,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700
Mauritius,MUS,Land area (sq. km),AG.LND.TOTL.K2,,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,1997,1997,1997,1997,1997
Malawi,MWI,Land area (sq. km),AG.LND.TOTL.K2,,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280
Malaysia,MYS,Land area (sq. km),AG.LND.TOTL.K2,,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550
North America,NAC,Land area (sq. km),AG.LND.TOTL.K2,,18127564,18127564,18127564,18127564,18127564,18127564,18127564,18127564,18113064,18113064,18113064,18113064,18113064,18113064,18113064,18113064
Namibia,NAM,Land area (sq. km),AG.LND.TOTL.K2,,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290
New Caledonia,NCL,Land area (sq. km),AG.LND.TOTL.K2,,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280
Niger,NER,Land area (sq. km),AG.LND.TOTL.K2,,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700
Nigeria,NGA,Land area (sq. km),AG.LND.TOTL.K2,,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770
Nicaragua,NIC,Land area (sq. km),AG.LND.TOTL.K2,,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340
Netherlands,NLD,Land area (sq. km),AG.LND.TOTL.K2,,33760,33760,33760,33760,33760,33760,33760,33760,33760,33730,33730,33720,33720,33690,33690,33670
Norway,NOR,Land area (sq. km),AG.LND.TOTL.K2,,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365244,365122.96,365108,365190.7
Nepal,NPL,Land area (sq. km),AG.LND.TOTL.K2,,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350
Nauru,NRU,Land area (sq. km),AG.LND.TOTL.K2,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
New Zealand,NZL,Land area (sq. km),AG.LND.TOTL.K2,,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310
OECD members,OED,Land area (sq. km),AG.LND.TOTL.K2,,35510645.74,35510394.52,35510923.3,35511312.08,35511030.85,35510909.63,35510288.41,35510387.18,35495387.78,35496276.78,35497717.59,35497492.79,35497911.89,35499286.75,35499972.59,35499446.23
Oman,OMN,Land area (sq. km),AG.LND.TOTL.K2,,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500
Other small states,OSS,Land area (sq. km),AG.LND.TOTL.K2,,2018881,2018881,2018881,2018891,2017218,2017228,2030678,2030688,2030698,2030698,2030700,2030672,2030675,2031755,2031636,2031643
Pakistan,PAK,Land area (sq. km),AG.LND.TOTL.K2,,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880
Panama,PAN,Land area (sq. km),AG.LND.TOTL.K2,,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74120,74120
Peru,PER,Land area (sq. km),AG.LND.TOTL.K2,,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000
Philippines,PHL,Land area (sq. km),AG.LND.TOTL.K2,,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170
Palau,PLW,Land area (sq. km),AG.LND.TOTL.K2,,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460
Papua New Guinea,PNG,Land area (sq. km),AG.LND.TOTL.K2,,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860
Poland,POL,Land area (sq. km),AG.LND.TOTL.K2,,306290,306290,306290,306240,306330,306330,306320,306320,306300,306280,306280,306230,306220,306210,306190,306190
Pre-demographic dividend,PRE,Land area (sq. km),AG.LND.TOTL.K2,,20166981,20166981,20166981,20166981,20186963.63,20187006.33,20186985.03,20187013.61,20187038.49,20184000.59,20184706.1,20184984.99,20308908.12,20308688.28,20308675.19,20308727.78
Puerto Rico,PRI,Land area (sq. km),AG.LND.TOTL.K2,,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870
"Korea, Dem. People's Rep.",PRK,Land area (sq. km),AG.LND.TOTL.K2,,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410,120410
Portugal,PRT,Land area (sq. km),AG.LND.TOTL.K2,,91500,91500,91500,91500,91500,91470,91470,91470,91470,91590,91590,91590,91590,91605.2,91605.6,91605.6
Paraguay,PRY,Land area (sq. km),AG.LND.TOTL.K2,,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300
West Bank and Gaza,PSE,Land area (sq. km),AG.LND.TOTL.K2,,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020
Pacific island small states,PSS,Land area (sq. km),AG.LND.TOTL.K2,,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200,64200
Post-demographic dividend,PST,Land area (sq. km),AG.LND.TOTL.K2,,31353456.74,31353207.52,31350877.3,31351347.08,31350977.85,31350824.63,31350250.01,31350307.38,31335323.98,31336189.28,31337635.29,31337896.69,31338102.79,31335989.05,31336539.89,31336096.63
French Polynesia,PYF,Land area (sq. km),AG.LND.TOTL.K2,,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471,3471
Qatar,QAT,Land area (sq. km),AG.LND.TOTL.K2,,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11490,11490
Romania,ROU,Land area (sq. km),AG.LND.TOTL.K2,,229710,229710,229870,229950,230000,229980,229980,229890,229900,230060,230050,230170,230020,230030,230080,230080
Russian Federation,RUS,Land area (sq. km),AG.LND.TOTL.K2,,16381340,16380440,16380940,16380980,16381230,16381390,16377740,16377740,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870
Rwanda,RWA,Land area (sq. km),AG.LND.TOTL.K2,,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670
South Asia,SAS,Land area (sq. km),AG.LND.TOTL.K2,,4772630,4772630,4772630,4772630,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770130
Saudi Arabia,SAU,Land area (sq. km),AG.LND.TOTL.K2,,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690
Sudan,SDN,Land area (sq. km),AG.LND.TOTL.K2,,2376000,2376000,2376000,2376000,2376000,2376000,2376000,2376000,2376000,2376000,2376000,2376000,1868000,1868000,1868000,1868000
Senegal,SEN,Land area (sq. km),AG.LND.TOTL.K2,,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530
Singapore,SGP,Land area (sq. km),AG.LND.TOTL.K2,,670,670,675,687,689,689,694,695,700,700,702,704,706,707,709,709
Solomon Islands,SLB,Land area (sq. km),AG.LND.TOTL.K2,,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990
Sierra Leone,SLE,Land area (sq. km),AG.LND.TOTL.K2,,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180
El Salvador,SLV,Land area (sq. km),AG.LND.TOTL.K2,,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720,20720
San Marino,SMR,Land area (sq. km),AG.LND.TOTL.K2,,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Somalia,SOM,Land area (sq. km),AG.LND.TOTL.K2,,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340
Serbia,SRB,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460
Sub-Saharan Africa (excluding high income),SSA,Land area (sq. km),AG.LND.TOTL.K2,,23616931,23616931,23616931,23616931,23765510.92,23765556.09,23765548.25,23765594.67,23765556.89,23765589.28,23766277.06,23766527.05,23890457.14,23890419.33,23890372.47,23890426.13
South Sudan,SSD,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,631930,631930,631930,631930
Sub-Saharan Africa,SSF,Land area (sq. km),AG.LND.TOTL.K2,,23617391,23617391,23617391,23617391,23765970.92,23766016.09,23766008.25,23766054.67,23766016.89,23766049.28,23766737.06,23766987.05,23890917.14,23890879.33,23890832.47,23890886.13
Small states,SST,Land area (sq. km),AG.LND.TOTL.K2,,2487931,2487931,2487931,2487941,2486268,2486278,2499728,2499738,2499748,2499748,2499750,2499722,2499725,2500805,2500686,2500693
Sao Tome and Principe,STP,Land area (sq. km),AG.LND.TOTL.K2,,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960
Suriname,SUR,Land area (sq. km),AG.LND.TOTL.K2,,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000
Slovak Republic,SVK,Land area (sq. km),AG.LND.TOTL.K2,,48100,48100,48100,48110,48100,48100,48100,48100,48100,48090,48091,48088,48088,48088,48080,48082
Slovenia,SVN,Land area (sq. km),AG.LND.TOTL.K2,,20140,20140,20140,20140,20140,20140,20140,20140,20146.2,20145.8,20146.2,20146,20145.7,20140,20140,20142.6
Sweden,SWE,Land area (sq. km),AG.LND.TOTL.K2,,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407339.7,407310.64
Eswatini,SWZ,Land area (sq. km),AG.LND.TOTL.K2,,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200,17200
Sint Maarten (Dutch part),SXM,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,34,34,34,34,34
Seychelles,SYC,Land area (sq. km),AG.LND.TOTL.K2,,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460
Syrian Arab Republic,SYR,Land area (sq. km),AG.LND.TOTL.K2,,183780,183780,183780,183590,183570,183570,183630,183640,183640,183640,183630,183630,183630,183630,183630,183630
Turks and Caicos Islands,TCA,Land area (sq. km),AG.LND.TOTL.K2,,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950,950
Chad,TCD,Land area (sq. km),AG.LND.TOTL.K2,,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200,1259200
East Asia & Pacific (IDA & IBRD countries),TEA,Land area (sq. km),AG.LND.TOTL.K2,,15854637.74,15854661.94,15854121.17,15860887.76,15860525.52,15863231.89,15866314.49,15866126.89,15866156.89,15866117.13,15866436.42,15866415.95,15866448.95,15865930.38,15866293.92,15866308.4
Europe & Central Asia (IDA & IBRD countries),TEC,Land area (sq. km),AG.LND.TOTL.K2,,22890540,22889581,22888400,22888479,22888854,22888926,22986195,22985978,22985070,22985119,22985054,22985051,22984881,22984900,22983795,22988615
Togo,TGO,Land area (sq. km),AG.LND.TOTL.K2,,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390,54390
Thailand,THA,Land area (sq. km),AG.LND.TOTL.K2,,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890
Tajikistan,TJK,Land area (sq. km),AG.LND.TOTL.K2,,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,138786,138790
Turkmenistan,TKM,Land area (sq. km),AG.LND.TOTL.K2,,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930,469930
Latin America & the Caribbean (IDA & IBRD countries),TLA,Land area (sq. km),AG.LND.TOTL.K2,,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913632,19913412,19913412
Timor-Leste,TLS,Land area (sq. km),AG.LND.TOTL.K2,,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870,14870
Middle East & North Africa (IDA & IBRD countries),TMN,Land area (sq. km),AG.LND.TOTL.K2,,8637920,8637920,8637920,8637730,8637710,8637710,8637770,8637780,8637780,8635270,8635260,8635260,8635260,8635068,8635068,8635069
Tonga,TON,Land area (sq. km),AG.LND.TOTL.K2,,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720,720
South Asia (IDA & IBRD),TSA,Land area (sq. km),AG.LND.TOTL.K2,,4772630,4772630,4772630,4772630,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770947,4770130
Sub-Saharan Africa (IDA & IBRD countries),TSS,Land area (sq. km),AG.LND.TOTL.K2,,23617391,23617391,23617391,23617391,23765970.92,23766016.09,23766008.25,23766054.67,23766016.89,23766049.28,23766737.06,23766987.05,23890917.14,23890879.33,23890832.47,23890886.13
Trinidad and Tobago,TTO,Land area (sq. km),AG.LND.TOTL.K2,,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130,5130
Tunisia,TUN,Land area (sq. km),AG.LND.TOTL.K2,,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360,155360
Turkiye,TUR,Land area (sq. km),AG.LND.TOTL.K2,,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630,769630
Tuvalu,TUV,Land area (sq. km),AG.LND.TOTL.K2,,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Tanzania,TZA,Land area (sq. km),AG.LND.TOTL.K2,,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800
Uganda,UGA,Land area (sq. km),AG.LND.TOTL.K2,,199810,199810,199810,199810,199810,199810,199810,199810,199810,199810,200520,200520,200520,200520,200520,200520
Ukraine,UKR,Land area (sq. km),AG.LND.TOTL.K2,,579350,579350,579340,579340,579340,579380,579360,579330,579320,579320,579320,579320,579320,579320,579290,579290
Upper middle income,UMC,Land area (sq. km),AG.LND.TOTL.K2,,54770802,54769891.2,54767549.2,54767589.7,54767858.5,54767943.8,54865231.4,54865009.8,54864138.8,54861020,54861018,54861418,54861203,54858612,54858481,54858566
Uruguay,URY,Land area (sq. km),AG.LND.TOTL.K2,,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020,175020
United States,USA,Land area (sq. km),AG.LND.TOTL.K2,,9161920,9161920,9161920,9161920,9161920,9161920,9161920,9161920,9147420,9147420,9147420,9147420,9147420,9147420,9147420,9147420
Uzbekistan,UZB,Land area (sq. km),AG.LND.TOTL.K2,,435965,435911,435911,435877,435853,435849,435850,435984,435967,435945,435892,435809,435800,435789,435789,440600
St. Vincent and the Grenadines,VCT,Land area (sq. km),AG.LND.TOTL.K2,,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390
"Venezuela, RB",VEN,Land area (sq. km),AG.LND.TOTL.K2,,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050,882050
British Virgin Islands,VGB,Land area (sq. km),AG.LND.TOTL.K2,,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
Virgin Islands (U.S.),VIR,Land area (sq. km),AG.LND.TOTL.K2,,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
Vietnam,VNM,Land area (sq. km),AG.LND.TOTL.K2,,311060,311090,310550,310070,310070,312837,312795,312558,312792,312762,313294,313284,313457,313007.33,313371,313383
Vanuatu,VUT,Land area (sq. km),AG.LND.TOTL.K2,,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190,12190
World,WLD,Land area (sq. km),AG.LND.TOTL.K2,,129577095.5,129575915.5,129573718.5,129580844.9,129727386.3,129730128.6,129829916.8,129829689,129813808.8,129812249.7,129814626.8,129815636.7,129939649.9,129937877.8,129937258.3,129940891.2
Samoa,WSM,Land area (sq. km),AG.LND.TOTL.K2,,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830
Kosovo,XKX,Land area (sq. km),AG.LND.TOTL.K2,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,Land area (sq. km),AG.LND.TOTL.K2,,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970,527970
South Africa,ZAF,Land area (sq. km),AG.LND.TOTL.K2,,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090
Zambia,ZMB,Land area (sq. km),AG.LND.TOTL.K2,,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390,743390
Zimbabwe,ZWE,Land area (sq. km),AG.LND.TOTL.K2,,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850,386850
