Country Name,Country Code,Indicator Name,Indicator Code,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,10.83,9.6,9.21,8.87,7.87,7.73,6.78,6.08,6.72,7.75,8.36,8.36,10.65,12.15,12.68,11.9
Jamaica,JAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,6.959,6.915,6.868,6.804,6.8,6.767,6.698,6.679,6.67,7.31,7.63,8.03,8.69,9.7,9.05,8.842
Jordan,JOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,13.7,14.7,15.3,14.5,14.578,14.8,14,13.1,12.7,12.9,12.5,12.9,12.2,12.6,11.9,13.08
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,4.75,5.02,5.39,5.25,4.73,4.45,4.19,3.89,4,5.07,5.1,4.55,4.36,4.04,3.59,3.39
Kazakhstan,KAZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,12.75,10.43,9.33,8.78,8.4,8.13,7.79,7.26,6.63,6.55,5.77,5.39,5.29,5.2,5.06,4.93
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,3.128,3.07,3.09,3.042,2.997,2.968,2.942,2.919,2.976,2.92,2.846,2.859,2.844,2.831,2.796,2.774
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,1.983,2.075,2.11,2.282,2.375,2.381,2.512,2.677,2.77,2.788,2.834,3.022,3.027,3.296,3.283,3.378
Cambodia,KHM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,0.972,1.04,1.107,1.121,1.134,1.13,1.209,1.26,0.82,0.58,0.77,0.58,0.509,0.44,0.69,0.39
Kiribati,KIR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,4.06,3.7,3.05,3.35,3.42,3.48,3.25,3.01,2.96,3.36,3.32,2.99,2.81,2.75,3.08,3.55
Kuwait,KWT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,0.8,0.8,1.1,1.3,1.7,1.493,1.3,1.5,1.75,1.64,1.82,2.033,2.318,2.622,2.9,2.2
Latin America & Caribbean (excluding high income),LAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,9.035228698,8.764814876,9.08476969,8.895057751,8.350270903,8.103873234,7.464322581,7.07656078,6.703517136,7.701175977,6.973757753,6.632398663,6.362267055,6.286876781,6.089497213,6.688731266
Lao PDR,LAO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,2.04,1.913,1.778,1.642,1.503,1.35,1.191,1.092,0.965,0.848,0.71,1.069,1.422,1.775,2.146,2.521
Lebanon,LBN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,8.318,8.185,8.091,7.994,7.85,8.293,8.701,8.98,7.672,6.35,6.836,7.383,7.83,8.28,8.765,9.263
Liberia,LBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,2.123,2.2,2.206,2.262,2.226,2.227,2.228,2.233,2.249,2.263,2.27,2.212,2.162,2.11,2.08,2.577
Libya,LBY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,19.806,19.81,19.753,19.574,19.606,19.489,19.491,19.443,19.428,19.411,19.308,19.446,19.03,19.46,19.611,19.521
St. Lucia,LCA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,16.49,18.515,20.39,22.18,20.97,18.7,16,14,12.72,15.37,17.111,18.86,19.06,22.21,21.303,20.556
Latin America & Caribbean,LCN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,9.332720479,9.062225127,9.500946769,9.344078579,8.746063669,8.292915354,7.595036912,7.153981087,6.786551754,7.758904045,7.064826866,6.695434688,6.40991321,6.370230112,6.174300667,6.669012916
Least developed countries: UN classification,LDC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,4.32431789,4.367794186,4.453686675,4.551065755,4.506015074,4.477018223,4.390023695,4.467262736,4.511322568,4.598308256,4.629980052,4.65598744,4.679468413,4.65154099,4.652114207,4.730258898
Low income,LIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,4.994801261,4.993196554,4.965744286,4.909005461,4.745862275,4.607693226,4.632451131,4.673468764,4.791350004,4.691894117,4.825415649,4.855370616,4.867758467,4.720163913,4.757330855,4.898633299
Liechtenstein,LIE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,7.74,7.9,8.76,8.22,8.38,7.67,6.5,5.97,5.22,5.85,4.78,4.12,3.88,4.24,4.19,4.52
Lower middle income,LMC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,6.682014445,6.748881994,6.754000858,6.821582917,6.733723543,6.776740578,6.590183525,6.44804974,6.328595107,6.476838149,6.400824198,6.366689713,6.388726338,6.374066732,6.328230606,6.457251473
Low & middle income,LMY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,5.919885821,6.068166886,6.233590245,6.350983051,6.239447943,6.234142101,6.02984038,5.89737103,5.868116028,6.118168259,5.915893592,5.805201782,5.734783262,5.722255561,5.69688552,5.870712737
Lesotho,LSO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,17,16.999,17.064,16.955,17.021,16.966,16.938,16.928,16.882,17.048,16.867,16.872,16.813,16.916,16.904,16.852
Late-demographic dividend,LTE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,5.234849393,5.433589639,5.644569157,5.878156743,5.685501663,5.623039114,5.359963425,5.082330655,5.115542586,5.541940015,5.19777055,5.097610477,5.013612632,4.996931912,4.929052744,5.100487335
Lithuania,LTU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,15.93,16.84,13.01,12.87,10.68,8.32,5.78,4.25,5.83,13.79,17.81,15.39,13.36,11.77,10.7,9.12
Luxembourg,LUX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,2.35,1.81,2.62,3.68,5.11,4.49,4.73,4.07,5.06,5.12,4.36,4.9,5.14,5.85,5.85,6.67
Latvia,LVA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,14.21,13.82,13.83,12.06,11.71,10.03,7.03,6.05,7.74,17.51,19.48,16.21,15.05,11.87,10.85,9.87
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,6.87,6.39,6.27,6,4.9,4.16,3.82,3.27,3,3.58,2.84,2.56,1.97,1.82,1.67,1.81
St. Martin (French part),MAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,
Morocco,MAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,13.58,12.46,11.59,11.92,10.83,11.01,9.67,9.56,9.57,8.96,9.09,8.91,8.99,9.23,9.7,9.46
Monaco,MCO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,
Moldova,MDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,8.46,7.29,6.8,7.95,8.17,7.29,7.38,5.07,3.98,6.4,7.45,6.68,5.58,5.1,3.73,4.7
Madagascar,MDG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,5.8,5.35,5.504,5.01,3.846,2.62,2.935,3.253,3.564,4.004,4.28,2.438,0.6,0.998,1.391,1.79
Maldives,MDV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,1.97,3.034,4.169,5.309,6.372,7.332,8.783,9.702,10.816,11.7,11.008,10.149,9.216,8.393,7.521,6.618
Middle East & North Africa,MEA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,11.92393643,11.98489281,12.12762649,11.81669164,10.71567158,10.85883983,10.17311932,9.629949892,9.279601443,9.417469707,9.577102592,10.09212254,10.20899358,9.96564542,10.06903578,10.23047502
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,2.65,2.63,3,3.46,3.94,3.56,3.57,3.63,3.87,5.36,5.3,5.17,4.89,4.91,4.81,4.31
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,
Middle income,MIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,5.984926097,6.144674469,6.325173874,6.456733081,6.350575285,6.357000249,6.136818285,5.992199833,5.952778538,6.23195167,6.004333508,5.883486927,5.807384043,5.807755263,5.778404559,5.956602387
North Macedonia,MKD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,32.2,30.52,31.94,36.69,37.16,37.32,36.03,35.23,33.93,32.35,33.13,31.5,31.2,29.14,28.38,26.43
Mali,MLI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,1.306,1.225,1.298,1.269,1.318,1.294,1.311,1.324,1.323,1.329,1.333,1.352,1.385,1.372,1.349,1.361
Malta,MLT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,6.32,7.11,6.9,7.49,7.32,6.92,6.8,6.47,5.98,6.89,6.85,6.38,6.2,6.11,5.73,5.38
Myanmar,MMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,0.654,0.656,0.663,0.656,0.653,0.656,0.661,0.669,0.682,0.69,0.696,0.719,0.731,0.722,0.723,0.77
Middle East & North Africa (excluding high income),MNA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,13.12062872,13.17993069,13.27992536,12.8763883,11.56876783,11.79481827,11.04744263,10.56631176,10.35984474,10.5062068,10.77523355,11.49553159,11.730118,11.47547458,11.64757415,11.94203531
Montenegro,MNE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,28.803,29.012,29.336,29.66,30.028,30.31,24.966,19.4,17.15,19.09,19.65,19.76,19.81,19.59,18.05,17.55
Mongolia,MNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,6.086,6.143,6.2,6.8,6.815,7.042,7.127,7.2,5.56,5.86,6.55,4.77,3.9,4.23,4.8,4.86
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,2.886,2.843,2.9,2.955,2.985,3.031,3.045,3.097,3.141,3.19,3.229,3.263,3.304,3.347,3.384,3.43
Mauritania,MRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,10.049,9.997,9.964,9.887,9.909,9.854,9.723,9.977,9.948,9.935,9.895,9.869,9.86,9.967,10.066,10.152
Mauritius,MUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,9.142,9.14,8.2,8.23,8.34,9.52,9.04,8.48,7.17,7.26,7.65,7.45,7.47,7.32,7.47,7.41
Malawi,MWI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,4.923,4.99,4.934,4.903,4.912,4.939,4.932,4.894,4.919,4.92,4.941,4.968,5.004,4.98,4.968,4.987
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,3,3.53,3.48,3.61,3.54,3.53,3.32,3.23,3.32,3.66,3.39,3.05,3.1,3.16,2.88,3.1
North America,NAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,4.275068772,4.982147731,5.974202786,6.155869832,5.70485535,5.256235461,4.798061651,4.770117029,5.818193251,9.152951658,9.460970698,8.793867941,7.985245757,7.337158542,6.250915823,5.457974015
Namibia,NAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,20.3,20.856,21.272,21.796,22.09,22.328,22.182,22.203,22.253,22.293,22.12,19.46,16.77,19.03,18.52,20.895
New Caledonia,NCL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,17.479,17.24,16.942,16.475,16.31,15.846,15.173,14.807,14.611,13.97,13.731,14.036,14.358,14.466,14.59,13.891
Niger,NER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,1.521,1.47,1.9,2.346,2.79,3.1,2.653,2.216,1.702,1.274,0.771,0.32,2.18,1.381,0.52,0.532
Nigeria,NGA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,3.852,3.838,3.751,3.812,3.789,3.807,3.803,3.791,3.782,3.763,3.755,3.77,3.75,3.7,3.944,4.221
Nicaragua,NIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,7.394,7.474,7.58,7.6,6.41,5.37,5.31,4.89,6.2,8.16,7.83,6.499,5.21,5.28,4.52,4.7
Netherlands,NLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,2.73,2.12,2.55,3.59,4.65,5.87,5,4.15,3.65,4.35,4.99,4.98,5.82,7.24,7.42,6.87
Norway,NOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,3.46,3.74,4.02,4.22,4.26,4.38,3.4,2.49,2.55,3.1,3.52,3.21,3.12,3.42,3.48,4.3
Nepal,NPL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,10.604,10.566,10.424,10.537,10.558,10.52,10.515,10.514,10.593,10.542,10.548,10.503,10.531,10.502,10.576,10.512
Nauru,NRU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,6.13,5.43,5.28,4.75,4.01,3.81,3.86,3.66,4.17,6.12,6.56,6.49,6.93,5.84,5.43,5.41
OECD members,OED,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,6.771783259,6.623408416,7.169526936,7.286896679,7.178273898,6.82927285,6.247583444,5.771863668,6.101216078,8.248760246,8.41982383,8.027211181,8.006109798,7.918661133,7.397375455,6.842045685
Oman,OMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,4.066,4.11,4.218,4.255,4.197,4.191,4.156,4.189,4.14,4.058,4.007,3.865,3.658,3.602,3.55,3.384
Other small states,OSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,11.39907118,11.58626822,11.52234275,11.87402574,11.68571051,11.41047251,10.74193888,10.20170281,9.919855966,10.57691362,10.8665873,10.50029555,10.28727023,10.46447311,10.18246422,10.02907696
Pakistan,PAK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,0.611,0.6,0.587,0.6,0.604,0.591,0.58,0.4,0.42,0.54,0.65,0.8,1.864,2.95,1.83,3.57
Panama,PAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,6.051,6.042,5.995,6.007,5.939,5.949,5.864,5.844,5.908,6.011,5.875,4.05,3.717,3.703,4.419,4.368
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,4.898,5.027,4.84,4.15,4.71,4.87,4.17,4.08,4.03,3.96,3.6,3.48,3.24,3.57,3.21,3.27
Philippines,PHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,3.655,3.7,3.627,3.53,3.55,3.8,4.05,3.43,3.72,3.86,3.61,3.59,3.5,3.5,3.6,3.07
Palau,PLW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,2.92,2.801,2.733,2.618,2.539,2.402,2.352,2.241,2.326,2.125,2,2.62,2.533,2.533,2.34,2.449
Poland,POL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,16.31,18.37,19.89,19.37,19.07,17.75,13.84,9.6,7.12,8.17,9.64,9.63,10.09,10.33,8.99,7.5
Pre-demographic dividend,PRE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,4.809006483,4.78589494,4.78234226,4.799399315,4.733183818,4.697268481,4.691725162,4.630046085,4.611211346,4.642687886,5.039780906,5.010744226,4.972296207,4.832450869,4.864098513,4.965188606
Puerto Rico,PRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,10.08,11.4,11.94,11.78,10.31,11.35,11.01,10.93,11.48,15,16.1,15.7,14.5,14.3,13.9,12
"Korea, Dem. People's Rep.",PRK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,3.011,3.029,2.99,2.999,2.963,2.93,2.899,2.911,2.873,2.9,2.81,2.891,2.92,2.917,2.868,2.897
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,3.81,3.83,4.5,6.13,6.32,7.58,7.65,7.97,7.55,9.43,10.77,12.68,15.53,16.19,13.9,12.45
Paraguay,PRY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,7.61,6.21,9.39,6.81,6.51,4.82,5.28,4.71,4.42,5.46,4.57,4.67,4.09,4.38,5.03,4.56
West Bank and Gaza,PSE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,10.63,21.49,27.46,23,23.21,20.02,19.01,18.28,22.91,20.45,21.42,17.6,19.2,19.89,20.53,23
Pacific island small states,PSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,3.673562605,3.625946354,3.598842807,3.568141681,3.457815294,3.023115791,3.005095023,3.107867899,3.145180029,3.293816412,3.14194291,3.088586769,3.239076304,3.046560727,3.011525699,3.005226328
Post-demographic dividend,PST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,6.535777989,6.372434519,6.760985948,6.844903988,6.655824113,6.356665803,5.941110472,5.526916109,5.864794404,8.01431272,8.289964381,7.998010347,8.052989324,7.96175901,7.438146085,6.866095462
French Polynesia,PYF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,11.682,11.813,11.71,11.613,11.701,11.757,11.795,11.74,11.91,12.269,12.189,12.276,12.175,12.117,12.14,12.087
Qatar,QAT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,0.842,0.846,0.851,0.855,0.86,0.865,0.87,0.52,0.31,0.31,0.45,0.56,0.48,0.28,0.2,0.17
Romania,ROU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,6.97,6.56,8.11,6.95,7.72,7.17,7.27,6.41,5.79,6.86,6.96,7.18,6.79,7.1,6.8,6.81
Russian Federation,RUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,10.58,8.98,7.88,8.21,7.76,7.12,7.06,6,6.21,8.3,7.37,6.54,5.44,5.46,5.16,5.57
Rwanda,RWA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,11.936,11.94,11.879,12.031,11.944,11.907,11.901,11.916,11.857,11.92,11.895,11.877,11.858,11.906,11.876,11.828
South Asia,SAS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,6.74920996,6.911586875,7.053528941,7.272928852,7.389762099,7.499249201,7.361908097,7.316339886,7.208892474,7.286736502,7.071689426,6.983516116,7.051179613,7.137701737,6.967700153,7.096895992
Saudi Arabia,SAU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,4.57,4.62,5.27,5.56,5.82,6.05,6.25,5.73,5.08,5.38,5.55,5.77,5.52,5.6,5.72,5.6
Sudan,SDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,15.282,15.218,15.163,15.097,15.048,14.976,14.899,14.843,14.8,13,15.13,17.44,17.668,17.405,17.385,17.444
Senegal,SEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,5.582,5.574,5.65,6.641,7.758,8.865,10.03,10.073,10.104,10.194,10.233,10.36,9.41,8.589,7.625,6.76
Singapore,SGP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,3.7,3.76,5.65,5.93,5.84,5.59,4.48,3.9,3.96,5.86,4.12,3.89,3.72,3.86,3.74,3.79
Solomon Islands,SLB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,2.112,1.972,1.874,1.691,1.722,1.783,1.836,1.886,1.894,2.02,1.568,1.288,1.055,0.69,0.734,0.733
Sierra Leone,SLE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,3.425,3.478,3.343,3.411,3.42,3.553,3.679,3.787,3.924,4.06,4.175,4.295,4.375,4.469,4.68,4.437
El Salvador,SLV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,6.96,6.96,6.2,6.9,6.8,7.22,6.57,6.41,5.88,7.33,4.89,4.3,3.84,3.69,4.15,4
San Marino,SMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,
Somalia,SOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,19.401,19.374,19.34,19.323,19.312,19.295,19.287,19.174,19.175,19.174,19.174,19.173,19.161,19.066,19.01,18.877
Serbia,SRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,12.6,12.8,13.8,15.2,18.5,20.85,20.85,18.06,13.7,16.14,19.22,22.97,24,22.15,19.22,17.66
Sub-Saharan Africa (excluding high income),SSA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,6.070346696,5.983969785,5.905859221,5.852673534,5.705954279,5.59549975,5.53491013,5.474596653,5.451311604,5.508183737,5.909842185,5.759908063,5.692640373,5.520004664,5.614791817,5.805729466
South Sudan,SSD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,12.126,12.127,12.135,12.135,12.147,12.14,12.128,12.133,12.15,12.211,12.138,12.203,12.342,12.036,12.139,12.29
Sub-Saharan Africa,SSF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,6.070346696,5.983969785,5.905859221,5.852673534,5.705954279,5.59549975,5.53491013,5.474596653,5.451311604,5.508183737,5.909842185,5.759908063,5.692640373,5.520004664,5.614791817,5.805729466
Small states,SST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,10.52537038,10.57743962,10.55009206,10.83552518,10.53414675,10.27909742,9.640254713,9.211575437,8.985220375,9.704331041,9.894611432,9.659282883,9.592765681,9.797907716,9.50863285,9.344714144
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,14.4,15.73,17.63,16.36,16.12,16.47,16.65,16.315,15.617,15.258,14.585,14.105,13.59,13.617,13.64,13.78
Suriname,SUR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,12.741,11.913,11.143,10.303,9.49,9.374,9.19,9.031,8.875,8.72,7.15,7.54,8.1,6.6,6.94,7.22
Slovak Republic,SVK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,19.06,19.38,18.72,17.12,18.6,16.26,13.37,11.14,9.51,12.03,14.38,13.62,13.96,14.22,13.18,11.48
Slovenia,SVN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,6.92,5.68,5.92,6.48,6.01,6.51,5.95,4.82,4.37,5.86,7.24,8.17,8.84,10.1,9.67,8.96
Sweden,SWE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,5.47,4.73,4.97,5.55,6.69,7.49,7.07,6.16,6.23,8.35,8.61,7.8,7.98,8.05,7.95,7.43
Eswatini,SWZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,24.271,24.868,25.36,25.95,26.533,27.044,27.619,28.24,27.72,27.074,26.39,25.811,25.106,24.524,23.973,23.317
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,9.602,11.63,10.955,10.28,9.575,8.873,8.17,8.42,10.94,8.14,8.61,8.626,8.856,8.863,8.744,8.721
Turks and Caicos Islands,TCA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,
Chad,TCD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,0.806,0.799,0.823,0.827,0.805,0.856,0.912,0.924,0.943,0.958,0.952,1.005,1,1.027,1.042,1.072
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,3.415192334,3.850351548,4.171568807,4.424254104,4.416583014,4.495868022,4.390292463,4.368078062,4.455837195,4.439853423,4.175097397,4.124898972,4.063379104,4.064152592,4.060863859,4.136944998
